,Unnamed: 0,Created_At,Tweets
164,164,2021-10-22 08:39:54+00:00,"@fourthgrade_ 🤣🤣🤣🤣

senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/sr6smbngte"
165,165,2021-10-22 08:39:34+00:00,"@handokotjung 👍🏻👍🏻👍🏻👍🏻

senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/qugnyi4buy"
166,166,2021-10-22 08:26:11+00:00,"cuma 60 ribu bisa dapet makanan dan minuman enak-enak? ya cuma di ck dong pastinya.

kalo gak percaya order aja sekarang via @gofoodindonesia grabfood dan @shopeefood_id gausah pake lama.

#onlyatck #alwaysatck #waktunyack #circlekindonesia #promock https://t.co/cxsldzip55"
167,167,2021-10-22 08:24:16+00:00,@undipmenfess di dom ku gaada shopeefood wkwk
168,168,2021-10-22 08:18:47+00:00,po mung aku ya sek rangerti carane shopeefood dan durung tau blas😭
169,169,2021-10-22 08:12:24+00:00,"@undipmenfess pengen di shopeepay-in aja nder, gada shopeefood ditempatku :("
170,170,2021-10-22 08:06:38+00:00,"berpindah lain hati ke shopeefood travel eat dan gofood sekarang deh ah, grab gak asik udah gak ada vocernya"
171,171,2021-10-22 07:57:50+00:00,@food_fess aku lebih cinta sama @shopeefood_id
172,172,2021-10-22 07:56:39+00:00,mentang-mentng shopeefood jadi murah jajan jajan jajan terus lalu tekor😫🥲
173,173,2021-10-22 07:55:38+00:00,"@shopeefood_id udh gada gaji, kepengen jajan di shopee food. tp gada duit:("
174,174,2021-10-22 07:55:22+00:00,tadinya tiap hari sarapan shopeefood sampe tiba2 gojek bikin beginian *anak undian ahahaha https://t.co/tlpfwvjpp9
175,175,2021-10-22 07:19:58+00:00,@nctjenoly @foodfess2 biasanya shopeefood ada vocher potongan ntah 18k atau 25k minimal beli 40k gt
176,176,2021-10-22 07:18:50+00:00,"@sweetrryuu dont worry ya kak, stay tune terus di akun social media shopee biar kamu ga ketinggalan info terupdate seputar shopeefood ya. sehat selalu kakak 🙏🏻 ^cl"
177,177,2021-10-22 07:18:49+00:00,cobaan orang lapar @shopeefood_id https://t.co/juqvsfutyq
178,178,2021-10-22 07:18:45+00:00,"@mediocrickey ngegosipnya sambil makan burger kampoeng aloho burger yuk...
homemade patty berpadu dgn saus special &amp; sayuran segar pasti bikin ketagihan! 
diskon 50% pemesanan di gofood, grabfood &amp; shopeefood lho! link order klik https://t.co/zwwhqjs0yq

#numpanggelarlapak https://t.co/decorgtcny"
179,179,2021-10-22 07:17:02+00:00,kenapa sih bobatime gak ada di shopeefood [ceray]
180,180,2021-10-22 07:15:38+00:00,ini shopeepay shopeefood lagi error apa gimana? gagal terus pas mau bayar
181,181,2021-10-22 07:14:53+00:00,"ini kenapa si shopeefood, tai bgt gue mau makan malah gabisa bayar gara2 shopee pay nya gajelas"
182,182,2021-10-22 07:14:00+00:00,@shopeecare shopeepay lagi gangguan kah? mau order shopeefood dari tadi gagal mulu pembayarannya😞
183,183,2021-10-22 07:13:55+00:00,@bsilviari aku juga pernah pesen mcd di shopeefood kurang 1 mcflurry. cuma dibales gitu doang trs diminta cek email buat updatesnya. eh sampe skrg kaga ada tu pemberitahuan apa apa wkkwkwkwk
184,184,2021-10-22 07:13:44+00:00,"gua laper habis muntah 2x, niatnya mau pesen makan lewat shopeefood, lha malah sistemnya bermasalah buat bayar lewat shopeepay. hadeh mencapekkk"
185,185,2021-10-22 07:10:53+00:00,@jaemcityx lotek makjiii. tanggal tua mesen pake shopeefood cari yg promo2 😂
186,186,2021-10-22 07:09:34+00:00,"@sumpit37 @shopeefood_id aku jg sama ka, kek gini juga. lagi gabisa kali ya?"
187,187,2021-10-22 07:09:04+00:00,"bubur ayam wempy - thamrin 10 sekarang ada di shopeefood! pesan sekarang, langsung diantar. https://t.co/9pb0fjrbcf https://t.co/w9wqvd6vjv"
188,188,2021-10-22 07:08:56+00:00,@shopeefood_id min ini mau pesan kok gagal ya https://t.co/ii7v29hkrs
189,189,2021-10-22 06:59:43+00:00,shopeefood kenapa error ya
190,190,2021-10-22 06:58:38+00:00,@shopeefood_id voucher belanja dri shopee food 😁
191,191,2021-10-22 06:54:52+00:00,"@sweetrryuu hmmm kalo gitu kita pesen jajanan di shopeefood yuk kak hihi, mimin meluncur deluan ya. kakak jangan lupa nyusul yaw hehe. sehat selalu kak 😇 ^cl"
192,192,2021-10-22 06:52:08+00:00,"saya mewakili anak kos mengucapkan terima kasih kepada shopeefood, karena jadi bisa makan enak dan murceee tiap hari 😭🙏🏼"
193,193,2021-10-22 06:50:41+00:00,"@shopeefood_id rekening mbelendung, promo sopifut xixixi"
194,194,2021-10-22 06:50:28+00:00,mau dri gofood grabfood atau shopeefood bole asal nnti ordernya pizza
195,195,2021-10-22 06:49:34+00:00,"@nizah_sonata oke aku share lok, nanti km tinggal buka aplikasi shopeefood 🤤"
196,196,2021-10-22 06:48:40+00:00,"@shopeefood_id 1. pengumuman giveaway
2. pengumuman aku yang menang 😅😆"
197,197,2021-10-22 06:47:50+00:00,"@shopeefood_id saya sudah menunggu pesanan saya selama 2 jam dengan driver dibawah ini,. saya hubungi no respon. mohon dibantu solusinya https://t.co/fwbr4zuccj"
198,198,2021-10-22 06:46:33+00:00,@shopeefood_id aku sih menantikan @shopeefood_id ada di samarinda min
199,199,2021-10-22 06:45:59+00:00,"apa sih 2 hal yg selalu kamu nantikan?
kalo mimin:
1. tanggal gajian
2. abang shopeefood xixixii"
200,200,2021-10-22 06:43:20+00:00,tdi gw liat ada abang grab lewat tpi pake tas shopeefood 💀
201,201,2021-10-22 06:41:43+00:00,"huu wes ben ga berkah driver shopeefood nya, isone curang ilo"
202,202,2021-10-22 06:34:09+00:00,insaf rasa bila tengok history order shopeefood ni
203,203,2021-10-22 06:31:07+00:00,auntie anne’s promo shopee mantul sale – cashback rp 22.000 khusus pemesanan via shopeefood https://t.co/idverlcpvi
204,204,2021-10-22 06:23:16+00:00,driver grab/gojek/shopeefood yg ga minta uang parkir dikasih tip.
205,205,2021-10-22 06:23:03+00:00,"@vierda wkwkwkwkwk...
disini dah tutup fp
ada ya grab food, gofood, shopeefood"
206,206,2021-10-22 06:20:51+00:00,"wendy's promo khusus gofood &amp; shopeefood 69k aja harin
 https://t.co/skjcnaik3c"
207,207,2021-10-22 06:20:26+00:00,jujur aku cinta mati sm shopeefood
208,208,2021-10-22 06:19:35+00:00,@rjcollect gojek &amp; grab best boy w liat shopeefood pusing tp gakpapa
209,209,2021-10-22 06:17:03+00:00,@jaemcityx belum makji mama gamasak mau shopeefood ayam geprek no money☹️ kurang saldo spay nya
210,210,2021-10-22 06:13:43+00:00,"@food_fess level mie setan, udang rambutan, lumpia udang. barusan selesai makan🤣🤣19rebu pakai shopeefood."
211,211,2021-10-22 06:10:50+00:00,"@food_fess enggk ada, mau gofood, grabfood gk pernah dpet diskon banyak :') shopeefood doang yg bestie ma w :')"
212,212,2021-10-22 06:10:34+00:00,@shopeeid jangan lupa beli makanan d shopeefood juga klo mager masak dan keluar rumah 😀
213,213,2021-10-22 06:10:19+00:00,"amco sushi express promo poke nori taco menu hanya rp 25.000 tersedia via grabfood, gofood &amp; shopeefood https://t.co/3ftwxcphqj"
214,214,2021-10-22 06:08:36+00:00,"ini ada bakso urat, bakso biasa, sama bakso telor nya. gila deh. pake shopeefood (potong koin) jadi cuma 9k aja. sampe blengerrrr deh ah 😖 https://t.co/yulncqvqpm"
215,215,2021-10-22 06:07:25+00:00,buka shopeefood sejam akhirannya masak sendiri 😊😊
216,216,2021-10-22 06:06:47+00:00,"jumat berkah kurang ciamik kalo dapet nasi kotak tanpa simmental, yuk ada promo di gofood &amp; shopeefood lho 😗"
217,217,2021-10-22 06:06:45+00:00,"gilaa pesen shopeefood 12.07, 13.06 baru nyampe👏"
218,218,2021-10-22 06:04:08+00:00,"@mamanyasalwaa omo,, lagi bnyak promo guys disini shopeefood 🤣"
219,219,2021-10-22 06:00:00+00:00,"tanggal tua tetap ceria dengan shopeepay day tiap tanggal 22-24🎉 nikmati promo serunya mulai dari shopeepay serba rp10, flash sale rp1 hingga shopeefood diskon 75%!🥳tunggu apa lagi? buka aplikasimu dan gunakan shopeepay! cek di 👉 https://t.co/d75fvkv9wy #shopeecare https://t.co/5jktciksxf"
220,220,2021-10-22 05:58:31+00:00,@oftiway chatime pii ada promo di shopeefood tuh 🤔
221,221,2021-10-22 05:51:39+00:00,shopeefood knp voucher disc nya gede2 sekali kusuka
222,222,2021-10-22 05:47:48+00:00,@shopeeid wah mimin ledekin ya.. miminnn traktir shopeefood dong
223,223,2021-10-22 05:41:23+00:00,"shopeefood dapet driver bapak bapak, berarti dia ga jumatan. ikut dosa ga ya"
224,224,2021-10-22 05:40:10+00:00,"kalo dipikir2 mau masak atau order delivery food juga sama2 takes time. kalo aku sih.

soalnya aku lama bgt nentuin mau makan apa yang pas di kantong dan ga jauh. abis itu dibandingin lagi harganya di semua app, grab, gofood, shopeefood 🙂🙃"
225,225,2021-10-22 05:30:03+00:00,lm ⚠️ ada yg bisa dititipin pesen shopeefood gaaa? tolong drop v yaa
226,226,2021-10-22 05:26:30+00:00,"#kopitira of the day from chizu.

i ordered coffee cheese with extra cheese pudding lagi🥤🧀sedap gils!

korang boleh claim voucher free delivery tau kat shopeefood @shopeemy setiap hari untuk jimat. https://t.co/ryxsiw3o2p"
227,227,2021-10-22 05:20:11+00:00,@akusukaracun nama shopeefood nya apa ya ko gatemu😭
228,228,2021-10-22 05:08:36+00:00,kesel bgt pesen shopeefood pas istirahat kerja tp malah drivernya posisinya ga gerak dan ga bales chat sama sekali udah setengah jam. curga dia lg jumatan tp harusnya dimatiin dong aplikasinya haduhhhh mana shopeefood tuh gabisa batalin pesenan
229,229,2021-10-22 05:08:07+00:00,"saatnya geprek bensu atasi rasa laparmu😋😋
.
yuk order geprek bensu, banyak banget promo yang bisa kamu nikmati loh🤩
.
bisa datang ke outlet geprek bensu langsung atau order via grabfood, gofood, shopeefood &amp; eatsbytraveloka ya😉
.
#geprekbensu #senangprodukindonesia #opp https://t.co/2cqxpj5v24"
230,230,2021-10-22 05:07:33+00:00,@fachrizaalll @shopeefood_id nahlohh
231,231,2021-10-22 05:03:42+00:00,yaallah mau shopeefood tp spay gue kurang 200perak doang sedih bgt wkwkwkwkk😭😭😭😭😭
232,232,2021-10-22 04:55:14+00:00,sekarang aku punya pekerjaan! yeayyyy. driver shopeefood😝
233,233,2021-10-22 04:45:57+00:00,"kenape sih drtd dpt resto gabener di shopeefood.
lg ngidam keju eh dikasi coklat.
jauh amat bedanyaaa.
🥲🥲🥲 https://t.co/gw4h8punwu"
234,234,2021-10-22 04:40:17+00:00,"tanggal tua tetep bisa makan dan jajan enak di #shopeepayday! 🤪

apapun rasanya bisa kamu nikmatin promo flash sale rp1, shopeepay serba rp10, dan juga shopeefood diskon 75%.

cus, cek infonya di https://t.co/nbzr1mgbep
#shopeepayday #shopeepay #shopeeid #promoshopee https://t.co/xjbbhjrclk"
235,235,2021-10-22 04:36:45+00:00,"niat shopeefood tapi saldo kurang gope anjir
literally 500 perakkk wkwkwk"
236,236,2021-10-22 04:32:28+00:00,gila shopeefood banyak bgt promonya ga kaya grab boongan sue
237,237,2021-10-22 04:31:14+00:00,"@ssefnum di shopeefood tiap hari diskon kok, aku saranin bube!"
238,238,2021-10-22 04:22:16+00:00,"@haneeepie oalahh, outlet janjiw toast di deket rumahku blm ada di shopeefood 🥲"
239,239,2021-10-22 04:16:36+00:00,"wts voucher shopee
ready gratis ongkir
ready shopee food
s&amp;k dm ajaa, bisa cek harga duluu yaa~
gass dm ajaa, fee murce!

t. wtb wts need ada mau jual beli vc voucher voc gratong shopee minbel 0 shopee food shopeefood

#zonauang  #zonajajan https://t.co/wmkzbh69op"
240,240,2021-10-22 04:16:25+00:00,pengen yoshinoya tapi budgetku lagi hokben diskon shopeefood.
241,241,2021-10-22 04:08:27+00:00,haloo aku ada voucher shopeefood potongan 25k 18k samaa 15k fee nyaa 2k-5k yaa #zonauang #zonajajan #zonaba https://t.co/vu3ib7wrjw
242,242,2021-10-22 03:58:31+00:00,ada tak jual cake kat shopeefood ni tibeh rasa nak makan kek
243,243,2021-10-22 03:53:54+00:00,@jojlicht @food_fess biasa beli yg sushi attack ichikuma di shopeefood
244,244,2021-10-22 03:51:04+00:00,"auto shopeefood weh hari2, nasib murah sbb free delivery and banyak diskaun https://t.co/15r5kv8kkv"
245,245,2021-10-22 03:40:25+00:00,"besok kalo punya rumah, g mau tinggal di desa ah. soalnya g bisa ngerasain promo shopeefood dan makanan enak lainnya"
246,246,2021-10-22 03:37:16+00:00,icm venti myr15 je dekat shopeefood
247,247,2021-10-22 03:33:15+00:00,"@shopeeid @frizzy7296 hai admin, ini kok pendapatan resto shopeefood ga di transfer2 ya? katanya 2-5 hari kerja jg ga di transfer2 nih, sampe bingung muter uang buat modal🙌🏻"
248,248,2021-10-22 03:31:04+00:00,"hola holaaa holaaaaa! happy banget nih ya menyambut weekend 😍

biar jumatnya makin semangat, yuk pesen @nasgortiarbah kemayoran 🔥🔥🔥

gofood ✅
grabfood ✅
shopeefood ✅ https://t.co/osdkwtqfd2"
249,249,2021-10-22 03:30:05+00:00,"khusus shopeefood karenaa kaloo menang hexa langsung pesenin darii aplikasi punyaa hexa yaa. 
jadii siapinn alamat yg jelas ajaa (privasi aman, no bocor sepertii no drop) 
tidak bisaa diuangkan mohon maaf🙏🏻

endnyaa habis jum'atan yaa sekitar jam 1! 

goodluck🤍🤍🤍"
250,250,2021-10-22 03:28:37+00:00,@pinnepel_pipel aduh gatau tu bu marni ada di shopeefood mending ke tempat langsung
251,251,2021-10-22 03:24:37+00:00,"@hexaphroditee udah, udah ada shopeefood"
252,252,2021-10-22 03:23:26+00:00,"@hexaphroditee udah banyak shopeefood disini, tp belum pernah coba make shopeefood"
253,253,2021-10-22 03:22:56+00:00,"ok ok ini beneran hahaha. 

karena jumat berkah, hexa(+ sponsor) mau beliin kopii/jajan buat 4 orang yang rep tweet ini yaa! 

syaratnya cuma di daerah rumahnya udah ada shopeefood ajaa. 
rep bebas, hexa pilih random pakai tools kok jadii fair and square! 

good luck 🤍🤍🤍 https://t.co/nfo2jsdqxf"
254,254,2021-10-22 03:18:36+00:00,"@favoojekey di shopeefood setiap hari ada kak, di grab juga biasanya ada coba cek disini @racunbelanja"
255,255,2021-10-22 03:17:42+00:00,@favoojekey aku biasanya banyak di grab/shopeefood si mutt
256,256,2021-10-22 03:16:41+00:00,@undipmenfess sayang banget di rumahku g ada shopeefood
257,257,2021-10-22 03:06:54+00:00,"liat croissant geprek di shopeefood, sebiji 20rb 

ga dulu deh wkwk https://t.co/rnqoz0rzkh"
258,258,2021-10-22 03:04:59+00:00,di daeraah kaliaan udaah ada shopeefood beloom?
259,259,2021-10-22 02:59:41+00:00,"@jill_bobby this

senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/wpuxf5jlbm"
260,260,2021-10-22 02:59:06+00:00,"@aan__ serem ya kak 🥴🥴

senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/pjulkzmm6r"
261,261,2021-10-22 02:57:39+00:00,"gak usah takut sama tanggal tua, soalnya ada #shopeepayday yang bikin tanggal tua tetep happy! 😝😘

cuma sampai 24 oktober, nikmati flash sale rp1, shopeefood diskon 75%, sampai shopeepay serba rp10!

cus, cek https://t.co/nbzr1mgbep yaa.
#shopeepay #shopeeid #promoshopee https://t.co/of19esfmzk"
262,262,2021-10-22 02:57:23+00:00,"pengen selat solo bgt, ada yg pernah beli di grab food/gofood/ shopeefood ga?"
263,263,2021-10-22 02:56:35+00:00,shopeefood andalanku selama di jogja
264,264,2021-10-22 02:01:53+00:00,@dontbesyai bismillah bantu @upnormalgang jemput rezeki biar dapet shopeefood wkwk
265,265,2021-10-22 01:53:38+00:00,shopee kenapa dom ku tidak ada shopeefood?? @shopeeid
266,266,2021-10-22 01:52:01+00:00,"shopeefood bnr2 menopang hidup anak kos, seengganya buat sekarang krn promonya masi murah hati xixixi &lt;3 https://t.co/m1fx4bamxp"
267,267,2021-10-22 01:43:51+00:00,"@ffoodfess di shopeefood juga bisa nder, bisa 20k an versi yg lain 😅"
268,268,2021-10-22 01:23:52+00:00,"@arrasyyyy kak rrrra ayo ke dom gwen..
ntar beli shopeefood banyak2 😘😘"
269,269,2021-10-22 01:16:42+00:00,"@inganggita suami : gojek
istri : shopeefood
compare harga dan promo

simple sebenarnya, tapi memakan waktu 30 menitan 😂

urusan perut buatku, tidak sesimple gambaran pria di atas wkwk."
270,270,2021-10-22 00:58:03+00:00,pagi ini diawali dengan salah mencet lokasi shopeefood. maraaaaaah.
271,271,2021-10-22 00:50:04+00:00,shopeefood aja apa ya :(
272,272,2021-10-22 00:06:35+00:00,shopeefood dah tak bagi voucher ke???
273,273,2021-10-21 23:32:42+00:00,"@babucats @mouldie_sep jujur aku masih pake titidije, biasanya kalau order shopeefood atau gofood mesti bilang gt ke kurirnya 🙂"
274,274,2021-10-21 23:22:57+00:00,"pagi pagi : ""rekomen shopeefood"" aslii dari kemarin mau jajan gatau apaan hshshs"
275,275,2021-10-21 21:39:33+00:00,hayo seng senengane tuku mangan bareng gae gofood/grabfood/shopeefood ojo lali split bill
276,276,2021-10-21 21:35:16+00:00,"@shafasyaya hai kak, mohon maaf atas ketidaknyamanannya. terkait kendala kakak bisa infokan nomor pesanan shopeefood tersebut melalui dm agar bisa aku bantu cek ya kak. ditunggu 🙏 ^ck"
277,277,2021-10-21 21:00:16+00:00,@bogorfess_ gojek aja/shopeefood
278,278,2021-10-21 19:29:38+00:00,"jangan lupa klaim voucher shopeefood kamu hari ini 

https://t.co/tca2ilguvh"
279,279,2021-10-21 19:15:40+00:00,"pesen makan terlama di @shopeefood_id @shopeeid awalnya mesen lele goreng tiba tiba abis terpaksa harus ganti ayam goreng nambah 5ribu lagi mana duit lagi pas pasan tinggal segitu segitunya, di cancel gak bisa https://t.co/rafncme9nn"
280,280,2021-10-21 18:46:29+00:00,"ada orderan shopeefood di warung gue,  ternyata drivernya msi kelas 11 dan dia ngalong pdhl paginya sekolah. dan kerennya, pas mau pergi anter pesenan dia pamitan salim dulu sm ayah ibuk. semangat cari cuan adeeeek!👍"
281,281,2021-10-21 17:55:03+00:00,@___mouraa xiboba tuh lagi buy 1 get 1 croffle terus pake voucher shopeefood cuma 40an
282,282,2021-10-21 17:12:16+00:00,@bdngfess cukup.. shopeefood grabfood banyak promo di bdg
283,283,2021-10-21 17:03:27+00:00,@skinsmoothiara @shopeefood_id tunggu aku balik ntar kita jajan muterin smg😭
284,284,2021-10-21 16:56:18+00:00,mau shopeefood es.teh tp jauhh bngttttttt masa mahalan ongkirnya drpd minumannya sy sballlllll😕😕😕😕😕
285,285,2021-10-21 16:54:31+00:00,@ashraffsanuddin done semua step! semoga ada rezeki saya boleh beli mknn kt shopeefood and semoga bertmbh jugak rezeki pemberi amin 🤲🏼 https://t.co/dbr1qdj4m9
286,286,2021-10-21 16:53:11+00:00,"@shopeefood_id udah berkali kali dpt driver shopeefud yang di map ga gerak tp udh ga bisa dicancel..
skrg lg order dan udh setengah jam drivernya ga gerak menuju resto, di chat bilangnya tunggu..
pernah terparah sampe 2 jam baru dtg makanannya
plis plis.. lama2 jengkel ih"
287,287,2021-10-21 16:49:42+00:00,abi nunggu shopeefood sampe tidur untung ketauan lagi mesen haddeuh
288,288,2021-10-21 16:44:57+00:00,patungan sedekah untuk mcd bareng shopeefood. https://t.co/0k7alwvoap
289,289,2021-10-21 16:31:48+00:00,@berbuatdosaa @kakroms wkwkwk shopeefood kyo asu
290,290,2021-10-21 16:27:36+00:00,"@jogmfs info le ndue resto shopeefood e banter boss, ijin ngiperi😀"
291,291,2021-10-21 16:21:53+00:00,"kalo blm tidur,  suka serem dihantuin discount 70% shopeefood"
292,292,2021-10-21 16:18:56+00:00,"aku mau rekomendasiin sop iga jontor di balonggede, ini tu murah dan enak banget iganya nggak pelit, dan sambelnya mantep, beli di shopeefood harganya ke up gede tapi pake voucher jadi murah banget 2 porsi cuma 25rb https://t.co/khxphehojy"
293,293,2021-10-21 15:58:22+00:00,@artineutami diselingi shopeefood kak ben ga lelah banget 😋
294,294,2021-10-21 15:38:18+00:00,dah pesen di shopeefood tenang aja. abangnya otw
295,295,2021-10-21 15:18:42+00:00,"tau cafe ini gara2 liat di shopeefood dan punya rating yang bagus 🌟4.9
🛎disini menunya cukup variatif.ada makanan berat, jajanan, dan minuman.
🍽aku selalu pesen greentea &amp; kentang goreng. grenteanya enak bgt! 🥲👍🏻

📌cuss meluncur 👉🏻 https://t.co/packryxash https://t.co/86crjbmviq"
296,296,2021-10-21 15:17:51+00:00,daftarin warung shopeefood susyahhh bgt
297,297,2021-10-21 15:04:17+00:00,@arrasyyyy pokoknya dom gue jakarta utara. terserah mau lu shopeefood in gue kek ngga kek. ini mah cuma mau curhat aja biar gue gk ketinggalan 😭😭 gue mau tidur awal² soalnya beb. kepala pusing sekaleh 😭😭
298,298,2021-10-21 15:04:05+00:00,"@arrasyyyy ka ara manaa😭
aku jawa tp gaadaa shopeefood😭"
299,299,2021-10-21 15:03:35+00:00,"🍽 rekomendasi makanan &amp; minuman di semarang khususnya daerah banyumanik, tembalang, dan sekitarnya 🍽

✨🌟 semuanya bisa di order di @shopeefood_id 🌟✨
#racuninkuliner
#lokalfood

[a thread] https://t.co/qxg9zw9l4n"
300,300,2021-10-21 14:56:31+00:00,shopeefood knp si wkwk gue pesen rotbak dari jam set7 baru nyampe skrg abangny
301,301,2021-10-21 14:55:32+00:00,"@bdngfess aku pernahnya 150 buat 7 hari dan itu cukup malah nyisa banyak. soalnya aku makan sehari sekali doang dan nyari promo di grabfood atau shopeefood. pernah nemu promo makanan cuma 5k doang udah sama ongkir :"") ini posisinya aku gada beras, stok makanan, dan galon di kosan yaa"
302,302,2021-10-21 14:54:09+00:00,@sakuraachang @collegemenfess masalahnya gue jg beli ct via shopeefood biar diskon 😫😫😫😫
303,303,2021-10-21 14:53:49+00:00,@arrasyyyy shopeefood nya itu di rest area tol deketku kak masuknya dom kabupaten semarang
304,304,2021-10-21 14:46:30+00:00,tetap dirumah aja kak dengan memesan shopeefood yukkkkss https://t.co/w7uaeeexlk
305,305,2021-10-21 14:46:03+00:00,@shopeeid balikin akunku huhu ku juga pengen ngrasain promo2 shopeefood😭😭
306,306,2021-10-21 14:38:39+00:00,"pengaplikasian game theory dalam pengambilan keputusan menu di shopeefood

tengs tu kakel terterter @albingapakeuhuy ide lu emg mantuliti endolita"
307,307,2021-10-21 14:38:21+00:00,"btw, ini ku buka lagi reply nya, ayo yg dom nya bisa pake shopeefood, reply aja di qrt ini kamu dom mana. biar lain kali gmpang klo mau dijajanin👍 https://t.co/uo8h1erxwu"
308,308,2021-10-21 14:38:19+00:00,kerecehan gue sama abang shopeefood wkwkwk https://t.co/b8jx2il4kc
309,309,2021-10-21 14:37:30+00:00,@shopeecare jawaban nya c dong min😍 #shopeecare #shopeefood 💋💋💋💋💋
310,310,2021-10-21 14:29:39+00:00,"kl buat makanan enakan shopeefood, kl belanja enakan tokped cashback nya banyak."
311,311,2021-10-21 14:25:49+00:00,@arrasyyyy aku ada shopeefood tapi gaada saldo 😊
312,312,2021-10-21 14:24:31+00:00,@shopeecare jawaban nya c dong min😍 #shopeecare #shopeefood
313,313,2021-10-21 14:23:25+00:00,gojekku kalo udah jam 8 ke atas hanya muter muter ajaaa~ untung ada shopeefood lah yaa
314,314,2021-10-21 14:21:59+00:00,"@arrasyyyy jangan kan shopeefood, gojek aja kaga ada,mekdi gaada aemua kga ada dikota ku😭😭😭"
315,315,2021-10-21 14:21:35+00:00,@arrasyyyy aminn ku doain ara dapet suami perusahaan shopee biar bisa shopeefood di buka di makasar 🤣😭
316,316,2021-10-21 14:17:59+00:00,menyesal beli seblak di shopeefood tidak ada pedes pedesnya☺️ https://t.co/ojtmgsvbde
317,317,2021-10-21 14:13:17+00:00,"funfact gue baru pertama kali mkn basreng tgl 14 okto kmrn. itupun gue gatau orisinil atau ga karna pesen di shopeefood. i mean, gue gatau basreng yg enak rasanya gmn, apa kayak yg gue beli atau ga, but gue jatuh cinta sama basreng. ky kmn aja gue 21 tahun ini??? basreng enak woi"
318,318,2021-10-21 14:11:36+00:00,"shopeefood bnyak diskon nya, tapi sayang bnget di dom ku blum ada😭😭😭😭😭"
319,319,2021-10-21 14:09:52+00:00,@tvindonesiawkwk seragam oren shopeefood apa pemuda pancasila?
320,320,2021-10-21 14:07:02+00:00,"malu banget guys tadi manggil mba ke mas mas shopeefood, padahal profilenya laki. soalnya pas dateng tuh perawakannya seperti ibu ibu muda, maaf mas"
321,321,2021-10-21 14:05:27+00:00,parah bgt ni shopeefood error jlek bgt
322,322,2021-10-21 14:00:31+00:00,udah pensiun dari coboy junior &amp; lulus kuliah sekarang jadi driver shopeefood https://t.co/badlcilewj
323,323,2021-10-21 13:35:51+00:00,"@zskiaurynh @darjofess katerungan mbak, di pujasera katerungan. 
di gofood atau shopeefood ada kok"
324,324,2021-10-21 13:33:18+00:00,-11fess siapa yg gofood atau shopeefood nya ada promo gede?? dan mau dititipi beli hehe
325,325,2021-10-21 13:31:52+00:00,"ini enak mana harganya murah😭 aku beli di esque, nama menunya lovely strawberry cream. harganya cuma 16k-an, terus aku beli yang large nambah 3,7k apa berapa gitu lupa pokoknya aku beli di shopeefood dapet diskon jd cuma bayar 9,2k. 😭 murah bgt. 😭"
326,326,2021-10-21 13:31:51+00:00,"yuk 2k/voc. buat shoppe ga harus ada spay kok kalo mau cek harga. 

t. voc shopeefood sopifut voc goride voucher

#zonauang #zonaba #zonajubel https://t.co/dffqjv14qt"
327,327,2021-10-21 13:31:37+00:00,"'laper'

*scroll shopeefood* 

dan akhirnya order kopi"
328,328,2021-10-21 13:29:30+00:00,@littlegutboi shopeefood murah bgt huhu brsyukur
329,329,2021-10-21 13:17:58+00:00,"dear @shopeeid @shopeecare , saya udah 3x dapat orderan shopeefood fiktif mengatas nama kan saya dan nomer tlp saya dan kirim ke alamat kantor saya dan rumah saya dengan jumlah nominal 361rb, 2,5jt, 1,5jt . saya dan driver merasa di rugikan. sdh tlp cs tp tdk ad solusi yg jelas."
330,330,2021-10-21 13:15:59+00:00,subway blm masuk di gofood or grabfood or shopeefood yaa ???
331,331,2021-10-21 13:10:56+00:00,non-sensor nya di ig yah..... #shopeefood #nanonano https://t.co/2b86axovxr
332,332,2021-10-21 13:06:39+00:00,@hwniekyu tempatku gd shopeefood:(
333,333,2021-10-21 13:05:07+00:00,@bubuphilei mau buat shopeefood adekk😭
334,334,2021-10-21 13:01:54+00:00,knpa ongkir shopeefood mahal semua 🥲
335,335,2021-10-21 12:37:20+00:00,kalo lg diem gini trus belom makan bawaannya pengen buka shopeefood trs order pak gembus (lagi) deh… 🥲
336,336,2021-10-21 12:36:23+00:00,"kalo dulu belanja soymilk, terus sayur, dressing, sama oat gitu sekali belanja bisa mayan mahal tapiiiiiii bisa buat lama..
nah kalo gak diatur nih duit rekening cepeeet bgt ngalir ke shopeefood. semakin diskon semakin boros syetaaaaan kaya semua murah mau diembat😫"
337,337,2021-10-21 12:33:52+00:00,-dips! kasih tau resto yg jual churros enak yang bisa dibeli lewat grab/gojek/shopeefood dong
338,338,2021-10-21 12:20:38+00:00,"update shopee sebab nak try shopeefood, tapi tak ada pun..
mungkin belum cover johor lagi.."
