,Tweets,Case_Folding,Filtering,without_stopwords,Tokenizing,Stemmed
0,Baru semalam membahas betapa Search di beberapa aplikasi itu kurang bagus dan menyebut @shopeefood_id sebagai contoh. Tahu2 hari ini sudah improve!!! Jadi bisa sort terdekat! Sugoi! Great job tim shopeefood ?? https://t.co/C9IxlXNNiu,baru semalam membahas betapa search di beberapa aplikasi itu kurang bagus dan menyebut @shopeefood_id sebagai contoh. tahu2 hari ini sudah improve!!! jadi bisa sort terdekat! sugoi! great job tim shopeefood ?? https://t.co/c9ixlxnniu,baru semalam membahas betapa search di beberapa aplikasi itu kurang bagus dan menyebut id sebagai contoh tahu hari ini sudah improve jadi bisa sort terdekat sugoi great job tim shopeefood,semalam membahas betapa search aplikasi bagus menyebut contoh improve sort terdekat sugoi great job tim shopeefood,"['semalam', 'membahas', 'betapa', 'search', 'aplikasi', 'bagus', 'menyebut', 'contoh', 'improve', 'sort', 'terdekat', 'sugoi', 'great', 'job', 'tim', 'shopeefood']","['malam', 'bahas', 'betapa', 'search', 'aplikasi', 'bagus', 'sebut', 'contoh', 'improve', 'sort', 'dekat', 'sugoi', 'great', 'job', 'tim', 'shopeefood']"
