,Created_At,Tweets
102,2021-11-08 09:45:13+00:00,Padahal niat saving minggu ini&gt;&lt; shopeefood jahat bgt diskonnya😡
103,2021-11-08 09:45:12+00:00,buka tutup shopeefood trs karena pingin ini itu tapi semua yg tak pingin lokasinya jauh bgt dr rumahku 🥲
104,2021-11-08 09:43:57+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/t5PMPhFIyM https://t.co/9dJhGe1BY6
105,2021-11-08 09:38:40+00:00,wts voucher shopeefood diskon 100% sd 25rb sama yang 100% sd 30rb minimal 30rb 5k/voucher free grat ong nya yaa #zonaba #zonauang
106,2021-11-08 09:36:12+00:00,ppp! aku ada voucher shopeefood diskon 100% sd 25rb sama yang 100% sd 30rb minimal 30rb 5k/voc yang minat lat yaaa
107,2021-11-08 09:35:24+00:00,@FOOD_FESS Chizu rv kmrn gue beli 22k lewat shopeefood😆
108,2021-11-08 09:34:30+00:00,"BEAR BOBBA LOWOKWARU

Boba Brown Sugar 13K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#Shopee
#BTS https://t.co/fSrzwCt8xU"
109,2021-11-08 09:32:56+00:00,gabutnya gue jelek banget tbtb buka shopeefood. melar ni badan lama2 yakin gue
110,2021-11-08 09:32:52+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/p9s5FkHSYR https://t.co/C0VGDcpsDg
111,2021-11-08 09:30:01+00:00,@cintastore02 aku ada voucher shopeefood kakk fee 2k aja masih ready semuaa https://t.co/msSupJphFN
112,2021-11-08 09:28:24+00:00,need voc gofood or shopeefood drop potongan and fee yaa butuh yg fast res #zonauang #zonajajan #zonaBU
113,2021-11-08 09:20:38+00:00,"join plis

Makan Gratis Bareng Teman di ShopeeFood https://t.co/EohQxC3ELC"
114,2021-11-08 09:18:10+00:00,@FFOODFESS makan gacoan enaknya ya lwt grabfood/gopud/shopeefood bcs diskonnya gede drpd dine in rame bgt lgi disana tu
115,2021-11-08 09:17:01+00:00,"@issalilmood hai kakk, waah udah excited bgt sama shopeefoodnya nihh makasih yaaa. Kami selalu mencoba memberikan yang terbaik untuk pengguna shopee ya kakk. yuk pantau terus social media resmi shopeefood yaa untuk info terupdatenya. semoga membantuu🙏 ^CZ"
116,2021-11-08 09:15:26+00:00,sejam scrollin gofood dan shopeefood tp msh blm tau mau pesen apa is real tho…
117,2021-11-08 09:10:36+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/nFiAxNkFjw https://t.co/VrLjF3oxHe
118,2021-11-08 09:06:19+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/GV13Dl88fH https://t.co/qAt6f7XX5d
119,2021-11-08 08:55:53+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/iWGUbVycQ0 https://t.co/Ukfo89hUgp
120,2021-11-08 08:51:16+00:00,dari pagi buka shopeefood bingung mau makan apa buka lagi bingung lagi
121,2021-11-08 08:47:25+00:00,"Tanggal-tanggal segini, udah pada tau dong tandanya apa?"
