,Created_At,Tweets
60,"@merapi_uncover kayane wes klarifikasi kuwi mas2 e cen kurir shopeefood sing hobby ne mendaki, mung cari sensasi",2021-10-23 03:46:17+00:00
61,"haii! aku jg ada voucher shopeefood nihh~
fee 2k-5k (tergantung voucher yg dipakai yaaa)

yg minat bisa langsung dm yaa^^
jangan lupa mention setelah dm yap #zonauang #zonaba #zonaBU #Zonajajan https://t.co/OyRJ8Iyxmq",2021-10-23 03:42:24+00:00
62,"HAPPY WEEKEND NASABAH LEMAK TERSAYANG ❤️❤️❤️

Biar weekend nya makin enak, mending rebahan di rumah sambil pesen @nasgortiarbah kemayoran 😋😋😋

Gofood ✅
Grabfood ✅
Shopeefood ✅",2021-10-23 03:41:23+00:00
63,"@kalonginsomnia shopeefood aja lebih asik, cman martabak ga jual jam segini disini huhu adanya malem",2021-10-23 03:40:55+00:00
64,"hampura neng ieu mah akang can bisa ngalongok bari mawa bengbeng sa dus
top sakintal, komo martabak spesial mah

#ngebid #shopeefood https://t.co/tpkduDeOiv",2021-10-23 03:33:58+00:00
65,@RacunBelanja semenjak ada shopeefood gojek grab gw unins ckck pengen beli ini mager banget install gojek lagi ckck,2021-10-23 03:27:21+00:00
66,"Kembali ke scroll scroll gofood grabfood shopeefood aja terus tapi ndak mood makan. 

Gitu terus sampe nanti sore.",2021-10-23 03:20:05+00:00
67,"Seberapa gak gunanya kegiatan lo dihari weekend?
Gue scroll shopeefood berjam-jam tp gak ada yg di checkout",2021-10-23 02:52:13+00:00
68,"andai aku nagita slavina, mo pesen shopeefood pasti ga nunggu voucher promo dulu🤣",2021-10-23 02:34:42+00:00
69,Bj takde coffee ke aduh kena game dgn ShopeeFood,2021-10-23 02:30:19+00:00
70,"pesanan @shopeefood_id  gak datang uang hilang lah dan pesanan gak datang. 

lalu cs @ShopeeID menyerah dan minta email sebagai prosedur yang saya sudah hapal banget. 

Drivernya? 
keberatan... duitnya gak mau dibalikin. 
yang penting dia dapat feenya.",2021-10-23 02:25:45+00:00
71,"pesanan yang kedua @shopeefood_id  pagi-pagi ini driver klik sudah di resto. apa yang terjadi setelah stgh jam nunggu? driver chat baru nemu toko, tokonya tutup...

WHAT T---

Minta saya batalin? ya gak bisa. saya chat cs @ShopeeID  LAMA BANGET PROSEDURNYA....
AKHIRNYA APA?",2021-10-23 02:23:15+00:00
72,Baru kenal aja udah minta dikirimin ShopeeFood. Dasar mental pengemis! 😒🙃,2021-10-23 01:59:37+00:00
73,"BEAR BOBBA LOWOKWARU

Boba Brown Sugar 13K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

🌐https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#Shopee
#BTS https://t.co/AHDAMR3pFL",2021-10-23 01:45:48+00:00
74,"@uchiha201 Buka di google, ""cara daftar jadi shopeefood driver""",2021-10-23 01:29:29+00:00
75,"@nnirwansyah Buka aja google, ""cara daftar shopeefood driver""",2021-10-23 01:28:34+00:00
76,[Askrl] rata2 penghasilan driver shopeefood berapa ya sehari,2021-10-23 01:24:16+00:00
77,Jog rata2 penghasilan driver shopeefood berapa ya sehari,2021-10-23 01:23:50+00:00
78,"Jiakh, shopeefood dah ada akhirnya",2021-10-23 00:54:12+00:00
79,"Nasib baik Erna kabo tentang ShopeeFood. Setidaknya boleh klaim penghantaran percuma, jadi aku cuma bayar harga makanan jelah. Kalau takdo baucer, aku rela makan makanan kafe.",2021-10-23 00:11:31+00:00
80,"Jangan lupa Klaim Vocher ShopeeFood km 😗

https://t.co/tCA2ilgUvH",2021-10-23 00:09:50+00:00
81,"lunas ya, dicoba aja kalo bisa ya rejeki kalo ga bisa ya shopeefood aja😂✌ https://t.co/aQxkPD0Jze",2021-10-22 22:55:59+00:00
82,"Shopeefood parah sih ini emang, baru kali ini beli mekdi harganya turun jauh dari harga aslinya",2021-10-22 21:10:15+00:00
83,"Rencana kirim makanan pake shopeefood, eh ketiduran :(
Astagaaa antara mo ngakak sm gaenak kan janji mo pesenin makan. Bisa2 nya ketidurannn wkwk 🤣🤣🤣",2021-10-22 21:08:29+00:00
84,"@jogmfs Order shopeefood warmindo elephant nder, aku lgi ngalong disini, kali aja nyantol, mayan bantu tutup poin",2021-10-22 20:05:35+00:00
85,@uniquerls @sicutgeulis @shopeefood_id Bakal ada di bulan november / desember kak ditunggu aja,2021-10-22 19:24:49+00:00
86,"ada voucher shopeefood juga
disc 50% max 18k 
disc 30% max 18k
udah sama vc gratis ongkirnya
fee 5k ya btw soalnya 2 vc yg dipake
vc shopeefood 
#zonauang #zonajajan #zonaba https://t.co/UPUv5ZNT1G",2021-10-22 18:56:39+00:00
87,"Apaka warung q harus kaya gini? 😂 
Udah nebak orderan pake nama cust krna driver pake jas gojek, ternyata dia ambil orderan shopeefood https://t.co/eMQ1D0fn8K",2021-10-22 17:09:33+00:00
88,"@deakrn_ @sbyfess Ndang dibuka shopeefood e wes awe awe
Scroll sejam sek trs keturon 👍",2021-10-22 17:03:08+00:00
89,"@ShopeeID @ShopeeCare hoee admin, ini kenapa deh kok akun aku tiba tiba dibatasi??? Padahal terakhir cuma pesen shopeefood. Gimanaaa nih bisa balik gaaa????",2021-10-22 16:57:05+00:00
90,@orenjigurin Akhirnya pake shopeefood☺️☺️☺️,2021-10-22 16:42:25+00:00
91,Terimakasih kepada bapak gofood grabfood shopeefood yang selalu menyelamatkan malam hariku rispekkk,2021-10-22 16:19:06+00:00
92,Gofood gue drtd magrib ga dapet2 driver. Apa udah beralih ke shopeefood semua ya,2021-10-22 16:16:42+00:00
93,"@DikiPamuji @shopeefood_id Isi atuh,,, ginjal masih lengkap kan?😭",2021-10-22 15:55:17+00:00
94,@hahh_ai @shopeefood_id Ga pernah punya saldo shpepay😭,2021-10-22 15:47:54+00:00
95,"@DikiPamuji @shopeefood_id Bisa, tapi yg promo² gt kebanyakan pke shopeepay",2021-10-22 15:45:27+00:00
96,"Tadi siang pas lb tbtb ditelp bolakbalik dari shopeefood, karena no nya ga kukenal jadi ga ku angkat ealah ternyata dikirimin maksi tbtb wkwk gemes banget🤣
Pantes kemarin tbtb nanya kantor ku yg belah mana, alibi nanya bandara segala si kampret🤣 ada aja idenya:) https://t.co/pa7Zn56urr",2021-10-22 15:02:09+00:00
97,"#DriverStory 
Iseng2 daftar aplikasi belanja makanan secara online alias #Shopeefood. 
Lupa daftar sejak kapan. Sepertinya waktu daftar merchant #ShopeeFood juga, sejak Juli dan baru dipanggil kmrn 10/10
Bayar untuk jaket, helm dan tas 450k",2021-10-22 14:56:56+00:00
98,"How can it happen, pesen shopeefood dan ternyata drivernya temen sendiri. Untung mesennya bukan buat diri sendiri :)",2021-10-22 14:44:07+00:00
99,langit bisakah kau turunkan 100 perak agar aku bisa makan karena aku order shopeefood totalnya 24.500 saldoku 24.427 terima kasih langit,2021-10-22 14:31:26+00:00
100,Yang bikin males jajan via shopeefood tuh karena banyak biaya ga terduganya. Belum include uang parkir driver dan tips https://t.co/I4ICO0pKHu,2021-10-22 14:28:35+00:00
101,@tanyaindeca lagi asik banget yee shopeefood,2021-10-22 14:20:09+00:00
102,Suka iri sama orang yang bisa grabfood gofood atau shopeefood lihat lah betapa jauhnya rumah aku dari kota🥲 https://t.co/Ye1lGykO5i,2021-10-22 14:15:18+00:00
103,Hampir aja shopeefood salad lalu tiba-tiba inget tadi siang udah chatime 😭😭😭 pulang kerja sampai rumah ada croissant 1 box isi 9 juga udah disikat 3 😭😭😭 laper mulu ih heran,2021-10-22 14:14:17+00:00
104,@vidi2791 Mayan sih tp tadi emang laper terus sekalian beli 2 biar dapet potongan shopeefood wkwkwk,2021-10-22 14:01:46+00:00
105,"yg mau dibeli pulsa, knp malah jd pesen shopeefood...",2021-10-22 14:00:11+00:00
106,"Ya allah w bercita2 bawa keluarga liburan ke bali, tapi pesen makan aja mikirnya setengah mati🥴 bandingin harga grabfood,shopeefood ama gofood ampe puyeng🥲",2021-10-22 13:57:17+00:00
107,Dapat order piktif 😢😢 #ShopeeFood https://t.co/HBspUNQ8UN,2021-10-22 13:45:30+00:00
108,"Share &amp; Tag promo ini ke teman-temanmu yuk. Berlaku untuk Dine In, Take Away, Drive Thru serta Delivery atau bisa juga pesan di GrabFood, GoFood dan ShopeeFood ya McD’ers! 😁",2021-10-22 13:42:04+00:00
109,"SATGAS SHOPEE... SATUAN GARPU SENDOK... 
#shopeefood
#ojol
#nyopee
#food https://t.co/JoOUo3jcMA",2021-10-22 13:29:55+00:00
110,Shopeefood sekarang naik sepeda uyy 🤣✌ https://t.co/GPAV6HQD78,2021-10-22 12:59:57+00:00
111,beli apa ya di shopeefood,2021-10-22 12:55:34+00:00
112,parenting guide by shopeefood no acapkali dan ita itu https://t.co/HTamXA0vxI,2021-10-22 12:50:48+00:00
113,Kenap kalo tiap order shopeefood drivernya gemes gini 😊 sehat terus mbaknya yaa https://t.co/XrdocWWUrq,2021-10-22 12:47:41+00:00
114,@acut11x @deyyins88 Lucu banget ah…sistemnya belom sempurna kali tuh… emang sih aku nya budak shopeefood banget,2021-10-22 12:46:54+00:00
115,"Serem gaksi kalo doa lu dikabulin instantly? Jadi gue habis pesen di shopeefood. Terus gak lama kemudian tiba2 ujan deres dan posisi abangnya udah otw. Terus gue berdoa, ngucapin berkali-kali ujanya stop dulu. Kasian abangnya 😭 ntar kalo abangnya udah baling, boleh ujan lagi",2021-10-22 12:40:28+00:00
116,@vynenitsuga @deyyins88 EHHH IYA SAMAA AKU JG GRGR PK PROMO SHOPEEFOOD WKWKWKWK,2021-10-22 12:30:57+00:00
117,@acut11x @vynenitsuga @ShopeeCare pelanggarannya karena pake promo shopeefood? Lah aneh bgt guna nya promo bisa di klik apa dong kalau ternyata waktu makai bikin akun kebatasi,2021-10-22 12:25:27+00:00
118,pak shopeefood sampean kok lucu🤣 https://t.co/nIKLywI7rb,2021-10-22 12:20:21+00:00
119,"Jog

Mas mbak, ada yg driver shopeefood? aku mau tanya"", kalau boleh like atau rep nanti ku ketuk dm, terimakasih.",2021-10-22 12:17:12+00:00
120,"5. Ayam bakar paijo

ini ayam bakarnya enakkkk, bumbunya meresap smpe ketulang, sambelnya jg enakkkk, lembut ayamnya dan potongannya gede2 harganya cm 18rb, bisa gofud shopeefood dan grabfood.",2021-10-22 12:16:10+00:00
121,Belum aktif sih tapi gilak iam proud of myself!! Keren bgt pake jaket oren begini???? Bahkan ibuku bangga anaknya jadi driver shopeefood😝🥺❤️❤️❤️❤️ https://t.co/kexwQkawhY,2021-10-22 12:16:01+00:00
122,@darjofess Gofood shopeefood seng biasanya tak pke grabfood pelit ambek aku diskone gk enak,2021-10-22 12:13:21+00:00
123,"@thiirwall akun gue dibatasi jadi ga bisa login, tadi nelfon cs nyaa katanya ada pelanggaran promo shopeefood? gatau gue jg bingung padahal baru jg pake kemaren... ga paham :/",2021-10-22 12:13:20+00:00
124,@shopeefood_id gimana mau nunggu abang shopeefood kalo belom gajian xixixii,2021-10-22 12:09:24+00:00
125,Abis order shopeefood buat ortu trus mau order makan buat diri sendiri karena belom makan dari siang abis kerja eh begini sosad @ShopeeID @ShopeeCare https://t.co/gDPcOhf02D,2021-10-22 12:03:30+00:00
126,"@kertas_angin @ShopeeID @shopeefood_id Trus kelanjutannya gimana kak?:( aku baru minggu2 ini kena order fiktif, ud call cs nya tp belibet , cht di app udh, dm udah tp ga ada titik temu",2021-10-22 12:02:17+00:00
127,Emg ada ya bapak bapak namanya Emma? Heran ih tiap jajan di shopeefood gue dipanggil pak mulu 😭😩,2021-10-22 11:58:55+00:00
128,"Nasi Goreng Tiga De Nok - Palmerah sekarang ada di ShopeeFood! Pesan Sekarang, langsung diantar. https://t.co/WnLvfcwVNg https://t.co/CStux6fluk",2021-10-22 11:55:40+00:00
129,ajarin gimana cara make shopeefood,2021-10-22 11:53:23+00:00
130,"taunya karna shopeefood?? gue baru bgt pake sekali padahal...🥲 wkwk ya udah gak lagi lagi dh,, https://t.co/dUbw7LBk73",2021-10-22 11:52:47+00:00
131,"@ShopeeID @shopeefood_id Permisii, ini kalo pesenannya yg dateng salah gimana yaaa?",2021-10-22 11:51:05+00:00
132,@aireinhyunjin korban shopeefood nih pastiii,2021-10-22 11:50:23+00:00
133,"Info: Pesan Anter Kuliner via ShopeeFood untuk Surabaya Sekitarnya 💟😊👍

*PROMO KULINER* 
@bebekmenetas_
cc @shopeefood_id @ShopeeCare @ShopeeID 
📍Buka jam: 8 pagi - 3 sore (online setiap Senin-Sabtu)
Klik👇
https://t.co/tVEdVnlgv1 🙏🏼thanks 
#bebekmenetas #bebekmenetassurabaya https://t.co/Gs4EuDRvKS",2021-10-22 11:47:59+00:00
134,pengn shopeefood tp kgk ada duit shshhs,2021-10-22 11:37:47+00:00
135,"Mesenin shopeefood ke temen. Pas liat drivernya kok namanya engga asing, tapi karena fotonya engga bisa kezoom jadinya biasa aja.
Pas selesai mesen dan mau ngasi ulasan, aku bisa liat foto drivernya, ternyata dia temen aku pas masih kecil. Auto ngasi tip lebih ke dianya 🥺",2021-10-22 11:26:44+00:00
136,"@RediPriyanto Hai kak, maaf banget yaa. bisa diinfokan ke mimin melalui DM pendaftaran yang kaka maksud apakah sebagai driver atau merchant shopeefood? Met malam🙏 ^VI",2021-10-22 11:25:24+00:00
137,"Pesen shopeefood yg nganter ternyata bapaknya yg dulu jual mainan pas aku sd, sampe sekarang beliau masih hafal loh 😂😂",2021-10-22 11:17:50+00:00
138,Btw kalo aku blng shopeefood berarti saldo ku emng adnya dishopee😭 . Atu kalo ku blng grabfood baru di ovo. Kalo gaad dishopeedod yah aku ga bs belikan ok🥰,2021-10-22 11:08:54+00:00
139,"@ShopeeCare @shopeefood_id w gatau sistemnya ini gimana, ini udah ke sekian kali w nemu driver yang lamaaaaaaaa bgt proses pesanan w, dr posisi awal ga gerak samsek, dichat ga dibalas, di call ga diangkat. Mau cancel ga bisa, nunggu gerak menuju resto bisa sampe 1 jam",2021-10-22 11:04:58+00:00
140,@kwonfirehosh Td aku mau pake buat shopeefood gak bisa bisa masa,2021-10-22 10:53:59+00:00
141,Terasai jua makan pake shopeefood 👀😭 https://t.co/84lsKPS2nX,2021-10-22 10:47:02+00:00
142,"Kak Nagita Slavina aja udah borong Cupbop! 
Kamu kapan nih order Cupbopnya? 😍😍😍

Bagi kamu yang lagi craving makanan Korea, yuk langsung order di Grabfood, ShopeeFood, atau Gofood  ya😆👍 https://t.co/9Kq5nPe2rO",2021-10-22 10:35:52+00:00
143,@jeyyyhobiii Daerahky ga bisa shopeefood,2021-10-22 10:30:23+00:00
144,"Senengg banget dehh 🥰 Soalnya shopeepay_id balik lagi dengan promo ShopeePay Serba Rp10, Flash Sale Rp1, dan ShopeeFood Diskon 75%!! Kapan lagi ga sih belanja makan enak akhir bulan?? Ada genkisushiindonesia, soursallycoid, auntieannesid, dan masih banyak lagi!! https://t.co/DvsC8mofc2",2021-10-22 10:14:02+00:00
145,Kalian ad yg mo jajan shopeefood ?,2021-10-22 10:10:02+00:00
146,"Guis yuk order pangsit goreng spesial 😍

Yang mau order langsung DM ke @cemilan_kenyang
Tersedia di Gofood/Grabfood/ShopeeFood
Cek Instagram “macronis_food” 

Dom Malang, Jatim. https://t.co/rDGqzH7N1p",2021-10-22 09:57:10+00:00
147,"Yuk nyemil crospy dulu nih sore sore😁😋
.
Jangan lupa langsung order ya😉
.
Ojek Online Kita Stby untuk kamu biar banyak diskon
Gofood , Grabfood, ShopeeFood ,Traveloka Eats https://t.co/bhIftAUywp",2021-10-22 09:52:01+00:00
148,@shopeefood_id kapan hadir di jatinangor sumedang ya?,2021-10-22 09:50:32+00:00
149,YA ALLAH KNP DI PWT GK ADA SHOPEEFOOD /mnngis/,2021-10-22 09:50:07+00:00
150,"Pengen nyemil tapi gaada cemilan, pengen checkout di @shopeefood_id tapi pls dr kemaren jajan mulu:”",2021-10-22 09:49:05+00:00
151,"@susruby MAUUUU KA RUBY MAU😭
Buat jajan shopeefood hihi",2021-10-22 09:48:58+00:00
152,"@asdfghjkleaa @shopeefood_id sedi bgt disini lom ada sopifud:"")",2021-10-22 09:44:44+00:00
153,"Guis yuk diorder cemilannya☺️
Menu+price list lainnya ada di bawah ya🤗

Yang mau order langsung DM ke @cemilan_kenyang
Tersedia di Gofood/Grabfood/ShopeeFood
Cek Instagram “macronis_food” 

Dom Malang, Jatim.",2021-10-22 09:40:33+00:00
154,"@AREAJULID Numpang ya kak🙏
Haii.. Kamu yg di bekasi, pesan makanan di @masgitel yuk. Ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
Cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/daNCL5vB55
🍚🍚🙏 https://t.co/Ps3LbninUj",2021-10-22 09:36:10+00:00
155,makan apa ya bray ayo kita scroll shopeefood buat sarapan (yang tau tau udah mau jam 5 sore),2021-10-22 09:35:50+00:00
156,"shopeefood in/traktir makan ortu walaupun dikit ngerasa senengnya bgt dah yaallah, semoga one day bisa kasih yg lebih banyak🥺🥺",2021-10-22 09:26:30+00:00
157,Bestnya tengok orang checkout shopeefood tu 😭😭 area i takde shopeefood AAÃAA TT,2021-10-22 09:13:23+00:00
158,"Mari kembali ke rutinitas harian yaitu scrolling shopeefood, grabfood dan juga gofood selama 2  jam tapi berakhir makan mie instan",2021-10-22 08:58:47+00:00
159,"@mollynyan12 Aku juga kenal mantan satpam, namanya Pak Teguh, kena PHK gara"" pandemi dan akhirnya jadi driver shopeefood. Beliau sering nunggu orderan di warung aku, sambil nunggu selalu bantu"" nyapu, ngepel, buangin sampah, bantu natain air minum gratis buat ojol. Aku sampe sungkan sendiri",2021-10-22 08:57:15+00:00
160,"Kl lagi bokek tu wishlist tambah banyak,kl ada duit bingung mau beli apaan dulu ya saking banyaknya wishlist gue..
akhirnya duitnya habis cuman buat shopeefood sama gopud☺️👍🏻",2021-10-22 08:56:55+00:00
161,baru sadar order di shopeefood dari kemaren cuma goceng ga sampe ceban yawlo🙂,2021-10-22 08:49:46+00:00
